stop_id
17591
17593
17594
17596
17597
17848
17849
17850
17851
17852
17854
17873
17875
17876
17877
17880
17882
17885
17886
17887
17888
17889
17891
17892
17896
17897
17898
17901
17902
17903
17905
17906
17908
17910
17911
17914
17915
18006
18030
18033
18045
18046
18055
18056
18087
18089
18090
18091
18092
18093
18094
18095
18102
18103
18104
18105
18108
18116
18161
18172
18174
18175
18176
18178
18179
18180
18184
18185
18186
18187
18189
18190
18192
18194
18196
18197
18199
18201
18208
18210
18211
18214
18215
18225
18226
18227
18229
18230
18231
18233
18450
18465
18469
19304
19369
19495
19497
19498
19499
19500
19504
19679
19684
19685
19686
19687
19689
19721
19726
19728
20979
21231
21232
21233
21234
22100
22152
22153
22612
22903
22904
4125
4324
43472
43473
43476
43477
46863
46864
46865
46866
46868
46880
46881
